STATE,Name,NAME,District,No_HH,TOT_P,ELG_POP,LIT,F_EMP,F_EMP_Female,EMP_AL,EMP_NAL,EMP_UN,FC_RUD,FC_INT,FC_ADV,MSL_RUD,MSL_INT,MSL_ADV,CHH_RUD,CHH_INT,CHH_ADV,MSW_RUD,MSW_INT,MSW_ADV,BF_RUD,BF_INT,BF_ADV,radio/transistor,TV,Telephone,Bicycle,2 wheeler,4 wheeler,No asset,State,District_2011,No_HH_2011,TOT_P_2011,EMP_AL_2011,EMP_NAL_2011,EMP_UN_2011,ELG_POP_2011,LIT_2011_val,F_EMP_2011,BF_RUD_2011,BF_INT_2011,BF_ADV_2011,CHH_RUD_2011,CHH_INT_2011,CHH_ADV_2011,FC_RUD_2011,FC_INT_2011,FC_ADV_2011,MSL_RUD_2011,MSL_INT_2011,MSL_ADV_2011,MSW_RUD_2011,MSW_INT_2011,MSW_ADV_2011,Radio_2011,TV_2011,Telephone_2011,Cycle_2011,2 Wheeler_2011,4 Wheeler_2011,No Asset_2011,EMP_2011,EMP_2001,MSW_2011,MSW_2001,BF_2011,BF_2001,MSL_2011,MSL_2001,FC_2011,FC_2001,CHH_2011,CHH_2001,Population Change,MSL_Change,MSW_Change,FC_Chnage,BF_Change,EMP_Change,CHH_Change,Asset Change,F_Main_Ch,F_Mar_Ch,EMP_2011,EMP_2001,ASSET_2011,ASSET_2001,F_Main_2001,F_Marg_2001,F_Main_2001_L,F_Marg_2001_L,F_Main_2011,F_marg_2011,F_Main_2011_L,F_marg_2011_L,Ind_2011,Ind_2001,Ind_change,LIT_2001,LIT_2011,LIT_Change,Formal_EMP_2001,Formal emp 2011,Formal emp change
8,RAJASTHAN,Bharatpur,105,313897,2101142,1672961,63.57482332,6.254240236,10.81214859,22.9925862,11.29075932,49.01775953,33.52681504,53.69355417,12.77963079,0.23452649,45.24139726,54.52407625,4.044391834,54.62245678,41.33315138,62.3910277,16.57362831,21.035344,81.22931232,10.24141313,8.529274555,31.85625018,29.42339489,5.316991587,48.79674265,11.40896786,1.286246085,34.53156587,8,105,425414,2548462,20.82235595,12.07685283,49.28961221,2112297,70.10704461,7.813863297,79.9,0.5,19.6,4.2,52,43.8,30.2,55.2,14.4,0.6,30.9,68.5,28.4,47.8,23.8,10.5,37.8,64.8,36.1,23.6,2.4,18,Agricultural,Agricultural,2,1,1,1,2,2,2,2,2,1,26.26098277,0,1,0,0,0,1,1,1,0,2,2,2,1,18.2427944,76.82788886,1,3,23.75091556,68.81626686,2,3,1,1,0,1,2,1,2,2,0
8,RAJASTHAN,Dhaulpur,106,142256,983258,762997,60.12893891,5.99006287,10.26698566,21.42066089,14.38341173,43.73319948,42.60154976,47.54271635,9.855733895,0.24499338,64.88194819,34.87305843,6.936112725,58.21042832,34.85345896,44.49499864,36.74690783,18.75809353,85.20169955,6.80591624,7.992384206,24.84932907,20.05375855,3.331910038,50.12494663,7.305002765,1.008672766,38.52835973,8,106,203754,1206516,18.98538077,13.13273395,47.09167633,988903,69.07634015,5.656570968,84,0.6,15.4,6,54.6,39.4,33.4,54.2,12.2,0.4,51.6,48,14.5,67.8,17.7,8.3,25.4,54.3,39.9,15.4,1.8,26.4,Agricultural,Agricultural,2,1,1,1,2,1,2,2,1,1,29.60771799,1,1,0,0,0,0,0,0,0,2,2,1,1,16.73011597,67.56997374,1,3,17.61177771,62.33809188,1,3,1,1,0,1,2,1,2,2,0
8,RAJASTHAN,Karauli,107,180512,1209665,960323,63.38200793,9.995803495,17.21313974,25.0693777,11.94421044,49.69296789,56.96878798,35.88780749,7.14340453,0.11166702,63.64308157,36.24525141,3.779162059,60.43758142,35.78325652,54.87284193,27.56752023,17.55963785,84.98899751,11.93742268,3.073579804,27.26262549,13.20790865,3.907250692,31.17097096,6.004838904,1.324129928,52.69916688,8,107,262503,1458248,24.28631652,11.73474042,48.33341688,1216891,66.22195414,10.62116492,84.5,1.9,13.6,5.3,59.4,35.3,50.6,38.4,10.8,0.5,47.5,52,23.4,55.9,20.7,8.8,18.9,58.9,19.8,13.5,1.5,29.7,Agricultural,Agricultural,2,1,1,1,2,1,2,2,1,1,26.71684423,1,1,0,0,0,0,0,1,0,2,2,1,1,27.00576734,74.30596898,2,3,29.48598909,67.45137587,3,3,1,1,0,1,1,0,2,2,0
8,RAJASTHAN,Sawai Madhopur,108,176738,1117057,910307,56.67461637,12.71208504,22.01027104,28.40503259,11.88840688,48.46090385,41.66387698,46.96259597,11.37352705,0.21592127,59.1864176,40.59766113,2.543072666,49.00631584,48.4506115,41.31739868,37.91622032,20.766381,78.98645331,15.15354401,5.860002678,31.32253169,21.24509016,6.281802357,38.61698804,8.225651669,1.526513123,44.06579182,8,108,254716,1335551,24.96528889,11.9325119,49.04029839,1134363,65.38894516,11.45285945,80.4,1.5,18.1,4.1,51.4,44.5,40.9,42.9,15.9,0.6,43.4,56,20.2,58.2,21.6,12.7,24.4,60.8,26.2,16.5,1.7,24.5,Agricultural,Agricultural,2,1,1,1,2,2,2,2,2,2,24.61323488,0,1,0,0,0,0,1,0,0,2,2,2,1,31.54877124,69.55358015,3,3,31.0394094,65.41723872,3,3,1,1,0,1,1,0,2,2,0
8,RAJASTHAN,Dausa,109,193498,1317063,1052085,61.83682877,12.44870899,21.00156344,27.88120732,11.78051203,48.43249357,64.55402324,25.88760366,9.5583731,0.17656839,55.13618417,44.68724744,3.669328062,48.13316243,48.19750951,43.26337518,39.97807051,16.7585543,84.74716744,10.86178761,4.391044945,30.5787634,20.81293531,4.236097169,41.48996958,9.391585461,1.773920385,42.11284934,8,109,292502,1634409,24.33441234,12.44731211,50.2643023,1376265,68.15918446,12.22729634,83.3,1.1,15.6,4.8,44.7,50.5,60.6,27,12.2,0.7,32,67.3,12.8,68.6,18.6,12.3,28.2,64.3,29.2,21.4,2.3,21.7,Agricultural,Agricultural,2,1,1,1,2,2,1,1,2,2,30.8130997,0,1,0,0,0,0,1,0,0,2,2,2,1,31.38721467,75.26644792,3,3,33.24285776,66.22354598,3,3,1,1,0,1,1,0,2,2,0
8,RAJASTHAN,Jaipur,110,815766,5251071,4331679,69.90183252,8.5663319,14.94505548,13.78137669,22.79476388,56.96691745,49.38868578,13.96443448,36.64687974,0.46545992,24.0874871,75.44705298,3.148924245,42.49213406,54.3589417,22.06183203,27.22138007,50.71678789,50.56227151,27.75830223,21.67942626,38.14886055,53.28751767,17.05043119,40.09948664,27.48200706,5.966268805,28.84068125,8,110,1177096,6626178,11.78890962,24.37539631,56.72780979,5696252,75.50517428,8.701247768,39.6,4.8,55.6,2.5,33.9,63.6,42.2,7.4,50,0.5,12.9,86.6,10.1,32.2,57.7,28.2,66.7,62.7,34.3,45.7,12.5,8.7,Non Agri,Non Agri,3,3,3,2,3,3,3,3,3,2,31.50217271,0,0,0,1,0,1,1,0,0,3,3,3,2,23.4205462,65.07325863,2,3,24.0603201,62.80851505,2,3,4,4,0,2,2,0,3,3,0
8,RAJASTHAN,Sikar,111,333300,2287788,1869205,70.46546526,9.165768335,15.36516791,20.15231074,13.73487659,52.49771962,78.70144271,5.037099952,16.26145734,0.29225796,32.43739015,67.27035189,3.397093346,38.21501457,58.38789209,28.88369843,20.23392434,50.88237723,68.18339998,19.5087353,12.30786472,37.69036581,33.21006004,7.817826851,16.70087648,6.598954831,2.81198759,44.96260514,8,111,444816,2677333,15.47923162,14.93310653,56.19055661,2297459,71.91061951,6.639204443,50.1,12.3,37.6,2.5,30.4,67.1,67.1,3.1,29.6,0.7,23,76.3,11,33.2,55.8,18.6,49.1,71,17.1,17.4,5,10.5,Unemployment,Unemployment,3,3,1,1,3,2,1,1,3,2,22.91102367,1,0,0,0,0,1,1,0,0,1,1,2,1,27.04788758,70.48928462,2,3,21.83062811,63.71717355,2,3,2,2,0,2,2,0,2,2,0
8,RAJASTHAN,Nagaur,112,421118,2775058,2248547,57.27792214,11.14964464,18.56948902,25.16216028,12.37492478,49.76693838,78.31374864,10.73354282,10.95270854,0.41369565,45.4642223,54.12208205,4.557159724,45.75380925,49.68903102,46.39782647,12.01344278,41.58873074,73.48977846,18.17239488,8.337826657,38.57526007,19.57896009,5.664609034,18.1551963,7.320321288,2.417795421,48.88023279,8,112,578809,3307743,22.49008861,12.71446104,49.08595295,2800567,62.79528396,10.34961849,65.9,5.6,28.5,5.7,43.9,50.4,76.8,6.2,16.7,0.9,39,60.1,48.1,11.2,40.7,18,31.6,70.3,15.4,16.2,4.5,16.5,Agricultural,Agricultural,1,1,1,1,2,2,1,1,2,2,24.55007612,0,0,0,0,0,0,1,0,0,2,2,2,1,29.70301135,67.89351082,3,3,29.39852545,63.41625848,3,3,1,1,0,1,1,0,2,2,0
8,RAJASTHAN,Jodhpur,113,456877,2886505,2329131,56.66830247,8.357623509,14.18168969,18.16355542,17.46007416,52.55702663,62.94547805,11.09539682,25.95912513,0.83573475,42.28251198,56.88175327,3.318371557,48.83891301,47.84271543,23.51854065,28.17129906,48.31016029,64.79246068,13.22700733,21.98053198,47.5363974,29.8810583,10.48851529,39.16798357,21.34310718,3.789357662,33.26295101,8,113,649013,3687165,16.27201831,18.02173225,51.64238357,3080675,65.94437907,8.217387423,61.2,2,36.8,4,41.4,54.6,61.4,6.7,31.6,1.6,32.4,66,34,17.3,48.7,29.6,39.3,65,30.9,31.5,6.5,14.7,Unemployment,Unemployment,1,3,1,1,2,2,1,1,2,2,32.26714169,0,0,0,0,0,0,1,0,0,1,1,2,1,23.4608983,64.35224202,2,3,23.96176356,62.66116114,2,3,2,2,0,1,1,0,2,3,1
8,RAJASTHAN,Jaisalmer,114,85385,508247,396221,50.97155375,7.549069837,13.05324989,18.48488596,20.16500892,46.57350317,77.50281479,14.97114843,7.52603678,4.96692625,61.43507225,33.5980015,3.126759242,56.74610621,40.12713455,47.6437887,28.68502533,23.67118596,82.42634641,7.160114468,10.41353913,38.36906549,11.48315819,5.093591668,14.41640083,5.725745919,2.046584725,53.15725277,8,114,117171,669919,16.95393137,15.55715387,46.44549324,539456,57.21560238,6.974804247,76.9,3.2,19.9,3,54,43,83,5.5,11.2,5.4,52.8,41.8,56.4,19.4,24.2,17.3,17.1,64.4,10,10,4.6,24.6,Agricultural,Agricultural,1,1,1,1,2,1,1,1,1,1,36.15027977,1,0,0,0,0,0,0,0,0,2,2,1,1,19.53192851,63.85700622,2,3,21.45361865,60.52854123,2,3,2,2,0,1,1,0,3,2,-1
8,RAJASTHAN,Barmer,115,309739,1964835,1529000,58.99457162,13.55958143,22.37520883,33.42223676,11.06487901,39.84767822,88.59532084,4.798433637,6.606245519,6.40144805,69.09519385,24.5033581,3.738759448,62.90625934,33.35498121,56.59579667,16.97021917,26.43398416,88.27542527,6.405306087,5.319268645,33.15436328,8.127276644,4.554734294,11.61462067,4.63446706,1.838033173,60.56282331,8,115,451629,2603751,24.26329387,11.00246453,42.79966645,2102229,56.52676278,10.22305372,86.8,1.4,11.8,5.1,57.2,37.7,85,5.6,9,5.8,61.8,32.4,63.7,14.9,21.4,15.4,11.8,60.8,10.6,8.9,6,28.8,Agricultural,Agricultural,1,1,1,1,1,1,1,1,1,1,37.49045128,0,0,0,0,0,0,0,-1,0,2,2,1,1,30.47979442,75.07400186,3,3,28.98861158,63.17946716,2,3,1,1,0,1,1,0,1,2,1
8,RAJASTHAN,Jalor,116,238489,1448940,1137850,46.4889924,14.9944193,23.99431834,33.06841851,11.4298897,36.08920332,87.3389191,7.193721724,5.467359172,1.14206151,60.33490127,38.52303722,4.752396818,59.0017476,36.24585559,48.37040848,12.34177732,39.2878142,88.0277492,8.765332288,3.206918516,29.81282767,9.128734055,4.138288663,11.85098078,4.889182877,2.25023274,61.63212308,8,116,326134,1828730,31.41207783,12.2783224,40.70893191,1512275,54.85655717,15.39766246,85.6,4,10.4,8,50.8,41.2,84.5,3.1,12.2,3.7,45.9,50.4,38.7,19.8,41.5,12.7,16.5,66.5,11.4,10.6,3.8,24.1,Agricultural,Agricultural,1,1,1,1,2,1,1,1,1,1,32.90635848,1,0,0,0,0,0,0,0,0,2,2,1,1,33.69660534,71.1388279,3,3,35.24266746,71.58334216,3,3,1,1,0,1,1,0,1,2,1
8,RAJASTHAN,Sirohi,117,159307,851107,682122,53.94020424,7.435913224,12.27665929,16.27172265,19.75731614,49.58306579,75.43508224,11.02575883,13.53915893,0.27627186,38.11755337,61.60617477,3.390609207,51.11764526,45.49174554,21.70908757,44.2604674,34.03044504,79.74823119,11.75839995,8.493368863,29.94762474,22.17035744,7.346626237,32.25213636,11.7982174,2.59609789,45.83356305,8,117,201785,1036346,18.28079844,18.02262388,51.35136075,862982,55.25097858,8.543283637,73.4,6.2,20.4,6,45.9,48.1,71.7,4.8,23.3,0.6,32.9,66.5,19.9,39.7,40.4,11.3,32.2,52.8,26.2,19.2,3.1,29.3,Unemployment,Unemployment,2,2,1,1,2,2,1,1,2,2,26.51431855,0,0,0,0,0,0,1,0,0,1,1,2,1,20.63866668,75.08635359,2,3,23.53299797,69.37120437,2,3,2,2,0,1,1,0,3,3,0
8,RAJASTHAN,Pali,118,339660,1820251,1482387,54.39180187,8.783468824,14.44483273,18.01344723,16.94085283,51.10028623,81.92094706,7.432333164,10.64671978,0.43255919,33.02198113,66.54545968,3.589591456,51.86161496,44.54879358,39.63920438,22.08594677,38.27484884,79.00096061,14.64965813,6.349381251,37.7422727,21.56128157,8.94049839,46.78872125,13.27202351,2.435723569,33.8628016,8,118,418157,2037573,18.15573354,16.62815442,51.59426919,1740139,62.3911653,9.285120327,74.2,4.9,20.9,4.8,46.7,48.5,74.9,2.6,22.2,1,22.6,76.4,31.4,22.5,46.1,17.7,36.1,60.6,41,25.4,3.3,17,Unemployment,Unemployment,1,1,1,1,3,2,1,1,2,2,17.38763224,1,0,0,0,0,0,1,0,0,1,1,2,1,25.12843573,71.93759826,2,3,26.69373918,66.51901164,2,3,2,2,0,1,1,0,2,2,0
8,RAJASTHAN,Ajmer,119,376731,2181670,1807984,64.64968717,9.971050629,17.14048015,16.43637333,21.77292498,52.6097023,64.81159636,8.579987635,26.60841601,0.23110988,33.5544488,66.21444132,3.036003789,42.92647203,54.03752418,23.05341,33.9694383,42.9771517,62.29751351,15.40900612,22.29348037,34.39026526,38.28808869,12.10766377,50.11635096,21.40353484,2.791626976,28.90916665,8,119,494832,2583052,14.72497428,22.84197404,52.14454888,2201885,69.33481994,10.24653876,58.5,0.5,41,2.5,41.3,56.2,61,3.1,35.6,0.6,17.9,81.5,18,30.8,51.2,19.2,51.8,58.1,38.7,36.3,5.1,14.5,Non Agri,Unemployment,3,3,1,1,3,2,1,1,2,2,21.78675254,1,0,0,0,1,0,1,0,0,3,1,2,1,26.09587475,68.62902206,2,3,27.27540889,62.66238782,2,3,2,2,0,1,2,1,3,3,0
8,RAJASTHAN,Tonk,120,192579,1211671,987943,51.97405113,14.88162779,25.12187412,28.880816,14.16114088,46.08170714,68.52424971,23.2367553,8.238994991,0.19088244,51.40743983,48.40167773,1.715905852,50.27741581,48.00667834,38.03752494,39.50401108,22.45846398,82.74168262,10.37433318,6.8839842,32.15376471,24.98167529,4.877937044,51.09693774,12.66746752,1.589668934,33.37693937,8,120,266870,1421326,26.97701776,13.75262058,46.67153541,1217288,61.58435802,14.58331964,82.4,0.8,16.8,2.1,50.5,47.4,72,15.7,12.2,0.5,40,59.5,14.7,63.3,22,11.3,31.2,63,34.9,25.5,2.4,19.3,Agricultural,Agricultural,2,1,1,1,2,2,1,1,2,2,23.21439597,0,1,0,0,0,0,1,0,0,2,2,2,1,34.57470075,71.63663775,3,3,35.80517833,65.06872539,3,3,1,1,0,1,1,0,2,2,0
8,RAJASTHAN,Bundi,121,169479,962620,787769,55.57123979,9.42573267,16.21945732,25.89553537,12.94541928,41.99606738,69.11731592,21.68193508,9.200749002,0.30398559,44.48974271,55.2062717,2.568174546,54.03240143,43.39942403,13.56320886,65.67273848,20.76405267,83.18775999,10.08900319,6.723236824,28.39509831,32.0073715,4.789698859,51.33860321,12.52266559,1.59044312,31.89656194,8,121,220768,1110906,24.81835331,13.14817113,44.68151105,951022,61.51739918,10.71163443,82.2,0.4,17.4,3.1,51.9,45,68.8,15.5,15.3,1,36.6,62.4,7.5,69.3,23.2,11.9,35.8,58,39.4,26.5,2.6,21.3,Agricultural,Agricultural,2,2,1,1,2,2,1,1,2,1,20.72346081,0,0,0,0,0,1,1,0,0,2,2,2,1,24.2675103,73.66785904,2,3,28.21336583,66.30368256,2,3,1,1,0,1,1,0,2,2,0
8,RAJASTHAN,Bhilwara,122,384540,2013789,1654174,50.74151812,15.46784075,25.91985526,28.62504186,17.61652644,43.18324433,78.25908188,9.69656378,12.04435434,0.43263064,42.22247507,57.34489429,2.235042823,50.9733543,46.79160288,26.71759278,42.00577186,31.27663536,80.3431048,7.643313749,12.01358145,29.74523149,24.25395134,6.929589557,54.96141752,14.17078696,2.015495056,32.05552567,8,122,498125,2408523,26.34895742,16.80678509,43.90548357,2046840,61.36903715,14.76861894,76.8,0.9,22.3,3.1,50.4,46.5,77.5,3.1,19.1,1.2,23,75.8,18.5,44.3,37.2,10.6,35.5,57.9,43,30.6,3.5,18.9,Agricultural,Agricultural,2,2,1,1,3,2,1,1,2,2,23.73788973,1,0,0,0,0,0,1,0,0,2,2,2,1,33.45007818,71.62840418,3,3,34.22167731,64.67625247,3,3,2,1,1,1,1,0,2,2,0
8,RAJASTHAN,Rajsamand,123,193744,987024,806840,55.6549006,7.475087998,12.21966712,15.73137177,18.46524714,50.19359476,83.01298103,6.486007332,10.50101164,0.20733589,40.90126004,58.89140407,3.149602356,54.34453815,42.50585949,28.09902041,48.36384944,23.53713015,83.01949158,7.799134598,9.181373826,28.73104429,22.39878603,6.492017068,37.04000481,12.50926501,1.930627617,43.38227929,8,123,243078,1156597,18.8870396,18.09034874,43.82462603,980556,63.14162577,10.67292434,80.6,0.4,19,3.7,51.2,45.1,82.5,2.6,14.7,1,20.1,78.9,21.5,43.1,35.4,10.3,32.7,60.7,26.7,25.5,2.9,23.2,Agricultural,Unemployment,2,2,1,1,3,2,1,1,2,1,21.53041495,1,0,0,0,1,1,1,0,0,2,1,2,1,21.8591435,69.74655805,2,3,28.86338062,67.27491009,2,3,2,2,0,1,1,0,3,3,0
8,RAJASTHAN,Dungarpur,124,202701,1107643,875996,48.56643181,8.043758191,12.58600487,21.33103348,9.751642702,39.34036228,84.88197625,7.347186945,7.770836807,0.10542213,64.7649822,35.12959567,2.867972267,63.19051495,33.94151278,26.50900746,58.62303988,14.86795265,88.62225535,4.584636809,6.793107844,20.78041796,11.07765933,3.974659462,14.4085083,6.962273588,1.077757402,67.07397201,8,124,282029,1388552,11.44582675,7.433048391,44.03666363,1146313,59.45941466,3.968462366,86.7,0.5,12.8,5.9,59.7,34.4,86.7,3.4,9.6,0.6,49.4,50,19.1,65.3,15.6,5.6,16.4,35.5,6.5,12.3,1.5,53.7,Unemployment,Agricultural,2,2,1,1,2,1,1,1,1,1,30.85824593,1,0,0,0,0,0,0,0,0,1,2,1,1,25.87858956,69.32993172,2,3,21.02065052,58.66799654,2,3,2,1,1,1,1,0,1,1,0
8,RAJASTHAN,Banswara,125,261613,1501589,1186349,44.631133,16.38506038,26.23609298,37.33285905,7.290856232,40.20208219,78.66152112,14.3679193,6.970559578,0.24377663,72.20182259,27.55440078,3.117131231,64.13273981,32.75012896,30.31159849,56.05181209,13.63658942,87.41035095,5.036776646,7.552872399,18.4712378,11.1487687,4.625260302,22.10916455,8.626559425,1.160422597,63.58749021,8,125,367797,1797485,29.09756949,7.78480127,37.74128822,1472202,56.33350586,12.34810169,87.7,0.3,12,8.6,65.3,26.1,79.4,10.3,9.6,0.8,65.5,33.7,18.3,71.3,10.4,6.5,13.3,24.9,10.9,12.5,1.4,61.1,Agricultural,Agricultural,2,2,1,1,1,1,1,1,1,1,24.09518616,0,0,0,0,0,0,0,0,0,2,2,1,1,36.71827924,72.76398602,3,3,33.47968537,67.60039723,3,3,1,1,0,1,1,0,1,1,0
8,RAJASTHAN,Chittaurgarh,126,356833,1803524,1492157,54.08981763,18.58785637,31.3237963,37.90144067,12.34052449,37.65139995,79.93938052,8.709829214,11.35079027,0.24662995,40.78916046,58.96420959,2.020926177,54.8913555,43.08771833,13.11816647,58.08065989,28.80117364,83.79826722,5.564259418,10.63747336,31.81221801,23.65266975,5.937387549,59.60555817,13.42458549,1.647244443,27.89160462,8,126,329119,1544338,34.96674878,14.35662633,39.72546066,1331831,61.70640269,18.58869481,79.4,0.4,20.2,3.3,49.9,46.8,77.5,3.9,18.2,1.1,16.7,82.2,6,52.2,41.8,12.2,36.7,57.7,53.1,31.7,3.4,16.6,Agricultural,Agricultural,2,2,1,1,3,2,1,1,2,1,-10.74457983,1,0,0,0,0,1,1,0,0,2,2,2,1,36.99667462,73.07666759,3,3,37.6873942,67.57101425,3,3,1,1,0,1,1,0,2,2,0
8,RAJASTHAN,Kota,127,280883,1568525,1317615,73.52534693,5.121526394,9.102006078,10.83025011,21.10123215,58.91349142,36.76040972,34.08430286,29.15528742,0.43015397,17.1830955,82.38675053,2.455355509,42.28981029,55.2548342,5.898783854,44.45009848,49.65111767,55.95406322,18.82866326,25.21727352,34.33214477,58.59941865,13.71001398,51.11766816,26.41914204,3.622079529,22.77399893,8,127,396501,1951014,10.16511022,23.88927084,55.84731462,1695958,76.55525668,6.496800039,51.3,0.5,48.2,2.2,36,61.8,38.7,16.5,43.7,0.7,9.7,89.6,2.6,38.1,59.3,15,62.3,60.6,39.7,38.8,6.5,13.1,Non Agri,Non Agri,3,3,3,1,3,3,3,2,3,2,28.71422988,0,0,1,1,0,1,1,1,0,3,3,3,2,16.0391126,63.37666213,1,3,19.07772168,60.71247146,2,3,2,2,0,2,2,0,3,3,0
8,RAJASTHAN,Baran,128,170824,1021653,832094,59.50301288,8.635562809,14.76950398,26.32190594,9.805622922,47.55700678,57.41623445,35.50154316,7.082222391,0.17152758,46.28152695,53.54694547,2.246778023,48.67241148,49.0808105,15.08800999,67.42959493,17.48239509,83.61853198,10.32141003,6.060057993,28.48816518,27.23321334,3.731016739,35.0727242,11.09153389,1.518077491,43.64035216,8,128,241428,1222755,24.27116884,10.32054918,46.87161688,1040090,66.6583661,9.348037189,83.4,0.5,16.1,2.9,47.5,49.6,59.2,26.8,13.7,0.9,31.6,67.5,10.1,66.1,23.8,9.4,36.8,58.2,25.4,24.9,2.4,26.2,Agricultural,Agricultural,2,2,1,1,2,2,1,2,2,2,24.99669508,0,0,0,0,0,0,1,0,0,2,2,2,1,23.90299885,74.63685916,2,3,27.02391706,65.14642268,2,3,1,1,0,1,1,0,1,1,0
8,RAJASTHAN,Jhalawar,129,201489,1180323,971024,57.32010743,10.99962514,18.82033905,31.66595264,9.464441662,42.86639671,77.60264672,15.05468731,7.342665975,0.22961262,43.77947313,55.99091425,2.265017406,53.96587907,43.76910352,35.19196109,48.69170185,16.11633706,84.67076513,8.748981557,6.580253315,28.99686443,24.80260721,4.296965657,39.75063576,8.322840283,1.086833074,42.05416883,8,129,283295,1411129,29.68549967,9.855901121,42.97644739,1202924,61.4994796,11.41651509,83.7,0.6,15.7,3.9,55,41.1,76.7,9,13.9,0.9,20.9,78.2,26.7,46.6,26.7,10.6,34.1,52.6,28.8,19.9,1.9,28.2,Agricultural,Agricultural,2,2,1,1,3,2,1,1,1,2,23.88200498,1,0,0,0,0,0,1,0,0,2,2,2,1,26.74330097,75.71736542,2,3,28.87230817,69.32718964,2,3,1,1,0,1,1,0,1,1,0
8,RAJASTHAN,Udaipur,130,507829,2633312,2141604,58.61956739,7.151088623,11.80506094,18.56594403,15.24609592,48.59553867,75.7023,7.434470279,16.86322972,0.28182089,52.6388149,47.07936421,2.176620813,58.64185442,39.18152477,29.02578886,48.70546486,22.26874628,78.14350735,8.236259518,13.62023313,26.85328079,23.46163789,7.152257701,33.6696644,16.0663366,2.488405979,48.95379626,8,130,623531,3068420,16.67420611,15.45066742,46.6463922,2559870,61.82458484,7.772191557,75.7,0.4,23.9,3.3,52.6,44.1,76,2.9,20.9,0.8,40.1,59.1,26.4,49.1,24.5,14,29.2,42.9,23.6,25.4,4.5,36.7,Unemployment,Unemployment,2,2,1,1,2,2,1,1,2,1,19.53050144,0,0,0,0,0,1,0,0,0,1,1,1,1,21.14953323,68.96698163,2,3,24.19368764,60.90705668,2,3,2,2,0,1,1,0,2,2,0
9,UTTAR PRADESH,Saharanpur,132,456015,2896863,2358637,61.22235003,1.885580528,3.310207876,15.16282497,14.19061093,65.33896483,45.98848479,36.98807764,17.02343757,0.26862924,43.18889902,56.54247174,4.826696524,39.66662536,55.50667811,2.169391314,62.28834937,35.54225932,49.96747241,41.74263814,8.28988945,43.13999699,42.95191227,7.307202096,64.78699958,13.27900266,1.806719714,20.30496278,9,132,597656,3466382,14.34994881,15.60470356,64.79750345,2946791,70.48711632,2.75255354,44.3,12,43.7,4.9,43.6,51.5,46.4,27.9,25.4,0.5,30.5,69,1.6,66,32.4,19.8,50,65.9,62.1,25.7,3.6,10.8,Unemployment,Unemployment,2,2,3,2,2,2,2,2,2,2,24.93618136,0,0,0,1,0,0,1,0,0,1,1,2,1,6.42371317,32.56887696,1,1,9.189068552,29.16135874,1,1,2,2,0,1,2,1,2,2,0
9,UTTAR PRADESH,Muzaffarnagar,133,529134,3543362,2865460,60.6718991,3.165599939,5.499081557,17.68375758,13.70861921,59.05882476,20.12732874,65.78205181,14.09061945,0.25997383,51.95102915,47.78899702,3.869255219,43.06403387,53.06671091,1.063083716,68.34615921,30.59075707,46.81187999,41.0798246,12.10829541,42.29240741,41.43104378,7.755289025,56.97103149,10.90155683,2.082618515,24.73710405,9,133,676642,4143512,15.99085048,15.0457905,63.06897883,3497450,69.11718538,3.524796638,37,9.4,53.6,4.2,47.2,48.6,20,57.9,21.8,1.1,44.6,54.3,1.9,68.3,29.8,22.4,48.7,70,55.4,21.3,4.8,11.4,Unemployment,Unemployment,2,2,3,2,2,2,2,2,2,2,22.05544659,0,0,0,1,0,0,1,0,-1,1,1,2,1,10.08397663,56.45957671,1,2,11.35688827,42.1031952,1,1,2,2,0,1,2,1,2,2,0
9,UTTAR PRADESH,Bijnor,134,482352,3131619,2515790,58.07793973,1.944637668,3.306253721,15.99592971,12.15685729,64.84281279,55.6193081,33.994703,10.3859889,0.2401361,57.9906005,41.7692634,5.450224278,50.45391076,44.09586496,1.897610584,68.41263042,29.689759,45.51176173,44.55513039,9.933107888,35.65032396,34.2861203,6.29461362,61.16612228,10.4613661,1.783103151,24.89156805,9,134,633197,3682713,13.53783234,13.39122259,65.11008718,3118483,68.47537729,2.887589895,43.4,9.6,47,5,50.2,44.8,58,21.1,20.6,0.6,56.4,43,1.4,62.5,36.1,19,41.4,66.8,60.2,20.9,2.7,12.8,Unemployment,Unemployment,2,2,3,2,2,2,1,2,2,2,23.95641131,0,0,0,1,0,0,1,0,0,1,1,2,1,6.907442836,38.77457212,1,1,10.72295297,30.81068888,1,1,2,2,0,1,1,0,2,2,0
